basicid,GEOID,Category,Category Type,Openings_2024_zscore,Jobs_2024_zscore
502325,48113000607,All Jobs,All Jobs,1.8040431579,1.6166831789
503623,48113000608,All Jobs,All Jobs,2.4671640557,2.3466467333
504921,48113000609,All Jobs,All Jobs,1.4400762921,1.356106888
506219,48113000610,All Jobs,All Jobs,1.678388021,1.6111949258
507517,48113000611,All Jobs,All Jobs,1.5943093187000001,1.4901360817
508815,48113001202,All Jobs,All Jobs,-0.3863727823,-0.36354505530000003
510113,48113001203,All Jobs,All Jobs,0.14030802650000002,0.112759968
511411,48113001204,All Jobs,All Jobs,0.3608291035,0.34487566480000004
512709,48113001400,All Jobs,All Jobs,0.45925852910000003,0.40301904790000004
514007,48113001502,All Jobs,All Jobs,2.2560161588,2.4712613663000003
515305,48113001503,All Jobs,All Jobs,1.3103058292,1.1805600366
516603,48113001504,All Jobs,All Jobs,2.4417802665,2.5601697942
517901,48113001601,All Jobs,All Jobs,3.4923616516,3.556318438
519199,48113001602,All Jobs,All Jobs,3.5328966112,3.7764822032
520497,48113001703,All Jobs,All Jobs,1.1549642574,1.1406690279
521795,48113001705,All Jobs,All Jobs,3.0898212817,3.3465283675
523093,48113001801,All Jobs,All Jobs,2.4089161782,2.3387766457
524391,48113001802,All Jobs,All Jobs,3.3363250961,3.3937087313
525689,48113001901,All Jobs,All Jobs,4.3260943622,4.6115396143
526987,48113001902,All Jobs,All Jobs,1.8706578872000001,1.9055172464
528285,48113002001,All Jobs,All Jobs,1.034603106,0.9763286902
529583,48113002002,All Jobs,All Jobs,1.1223078986,1.0052778874
530881,48113002100,All Jobs,All Jobs,3.5327647374,3.9165808004000002
532179,48113002200,All Jobs,All Jobs,2.5015248278,2.7642024479
533477,48113002400,All Jobs,All Jobs,0.5804328322,0.5464182401000001
534775,48113002500,All Jobs,All Jobs,0.3182326184,0.3298823902
536073,48113002703,All Jobs,All Jobs,-0.2586543977,-0.223237069
537371,48113003102,All Jobs,All Jobs,2.7989334854,3.0928674497
538669,48113003103,All Jobs,All Jobs,1.8423010498,1.7173515024000001
539967,48113003700,All Jobs,All Jobs,0.23022970480000002,0.2804945645
541265,48113004201,All Jobs,All Jobs,0.9749479209,0.8702180825
542563,48113004202,All Jobs,All Jobs,0.2542458251,0.2450209716
543861,48113004300,All Jobs,All Jobs,1.0323651695,0.9934720652000001
545159,48113004400,All Jobs,All Jobs,1.1022058804000001,0.9708411755
546457,48113004500,All Jobs,All Jobs,0.0960126447,0.0912415126
547755,48113004600,All Jobs,All Jobs,0.4521083809,0.3812865254
549053,48113004700,All Jobs,All Jobs,0.4505449448,0.38817147420000003
550351,48113004800,All Jobs,All Jobs,1.5716580252,1.4676332772
551649,48113005400,All Jobs,All Jobs,0.0862761652,0.0906534881
552947,48113005500,All Jobs,All Jobs,-0.0834462031,-0.0728312718
554245,48113005600,All Jobs,All Jobs,0.0075849381,0.0103304459
555543,48113005700,All Jobs,All Jobs,-0.3772788467,-0.3483085508
556841,48113005901,All Jobs,All Jobs,-0.0801664415,-0.0581709112
558139,48113005902,All Jobs,All Jobs,-0.093646066,-0.07625054340000001
559437,48113006001,All Jobs,All Jobs,0.3099152877,0.2985164131
560735,48113006002,All Jobs,All Jobs,-0.0625385505,-0.0548845601
562033,48113006100,All Jobs,All Jobs,0.1588040638,0.15440871450000002
563331,48113006501,All Jobs,All Jobs,-0.0516864615,-0.057083421100000004
564629,48113006502,All Jobs,All Jobs,-0.1961235251,-0.1995461197
565927,48113006701,All Jobs,All Jobs,0.4584545038,0.44521705600000006
567225,48113006702,All Jobs,All Jobs,0.0434270173,0.042939179300000005
568523,48113006800,All Jobs,All Jobs,0.22903211550000002,0.20342191850000002
569821,48113007102,All Jobs,All Jobs,1.0593228177,1.0716830423
571119,48113007203,All Jobs,All Jobs,1.20106509,1.2438048855
572417,48113007204,All Jobs,All Jobs,1.0023322185,1.0723734548
573715,48113007205,All Jobs,All Jobs,0.8175340133000001,0.8490370244000001
575013,48113007206,All Jobs,All Jobs,0.82212213,0.8434256472
576311,48113007301,All Jobs,All Jobs,2.0476088763,2.0305313297
577609,48113007302,All Jobs,All Jobs,0.8449691993,0.7933710306
578907,48113007601,All Jobs,All Jobs,0.8509906444,0.9046266470000001
580205,48113007604,All Jobs,All Jobs,1.2321145591,1.2416680202
581503,48113007605,All Jobs,All Jobs,1.4560877161,1.477752693
582801,48113007701,All Jobs,All Jobs,1.3319739733,1.2475673712
584099,48113007702,All Jobs,All Jobs,0.9235568753000001,0.8731410061
585397,48113007801,All Jobs,All Jobs,1.4968098446,1.3715014457999999
586695,48113007805,All Jobs,All Jobs,0.9749402461000001,0.8586980216000001
587993,48113007809,All Jobs,All Jobs,0.42073713830000004,0.327196874
589291,48113007810,All Jobs,All Jobs,0.7312542887,0.6448487549
590589,48113007812,All Jobs,All Jobs,0.7390600568,0.668498549
591887,48113007815,All Jobs,All Jobs,0.5381449795000001,0.48495136590000004
593185,48113007819,All Jobs,All Jobs,1.0535817398,0.8939264649
594483,48113007821,All Jobs,All Jobs,0.4535523997,0.38339749360000003
595781,48113007822,All Jobs,All Jobs,1.621978956,1.6984469496
597079,48113007823,All Jobs,All Jobs,1.021303697,0.9514698757000001
598377,48113007824,All Jobs,All Jobs,0.8031295088,0.6918920617000001
599675,48113007825,All Jobs,All Jobs,1.2248302876000001,1.0448653679
600973,48113007826,All Jobs,All Jobs,0.4735218634,0.3753825364
602271,48113007827,All Jobs,All Jobs,0.7957611211000001,0.7221356250000001
603569,48113007828,All Jobs,All Jobs,0.7918260766,0.7652205534000001
604867,48113007834,All Jobs,All Jobs,0.6458426114,0.6339163166
606165,48113007835,All Jobs,All Jobs,0.4407488073,0.435390991
607463,48113007902,All Jobs,All Jobs,0.2629727953,0.2280960478
608761,48113007903,All Jobs,All Jobs,0.9800097829000001,0.8727150297
610059,48113007910,All Jobs,All Jobs,1.3557002463,1.1810801423
611357,48113007912,All Jobs,All Jobs,1.9482504689,1.672985
612655,48113007913,All Jobs,All Jobs,2.0205432381,1.8592718256
613953,48113007914,All Jobs,All Jobs,1.8964334748,1.7406851251000002
615251,48113007915,All Jobs,All Jobs,1.2998178798,1.1137466447
616549,48113007916,All Jobs,All Jobs,1.1969624082,1.0298583763
617847,48113008000,All Jobs,All Jobs,-0.3524728588,-0.3361704384
619145,48113008101,All Jobs,All Jobs,-0.5165696857000001,-0.4724000787
620443,48113008102,All Jobs,All Jobs,-0.2704877171,-0.2710699841
621741,48113008200,All Jobs,All Jobs,0.08733414390000001,0.0518951467
623039,48113008401,All Jobs,All Jobs,-0.44306323480000004,-0.4039871538
624337,48113008402,All Jobs,All Jobs,-0.1475378127,-0.1307153901
625635,48113008701,All Jobs,All Jobs,0.0608922047,0.0542231481
626933,48113008703,All Jobs,All Jobs,-0.3599587668,-0.3416722434
628231,48113008704,All Jobs,All Jobs,-0.3161818973,-0.3079537372
629529,48113008705,All Jobs,All Jobs,-0.330762553,-0.3222485643
630827,48113009301,All Jobs,All Jobs,-0.5175978255,-0.49475390150000004
632125,48113008801,All Jobs,All Jobs,-0.2013902309,-0.1953290587
633423,48113008802,All Jobs,All Jobs,-0.2702949832,-0.2545529389
634721,48113014135,All Jobs,All Jobs,0.5111747803,0.5444993539
636019,48113009001,All Jobs,All Jobs,-0.3742556274,-0.3489168067
637317,48113009002,All Jobs,All Jobs,-0.45973815760000003,-0.4414012755
638615,48113009101,All Jobs,All Jobs,-0.4864192161,-0.47333552370000004
639913,48113009103,All Jobs,All Jobs,-0.39344969550000003,-0.38362507030000004
641211,48113009104,All Jobs,All Jobs,-0.367690879,-0.37403327080000004
642509,48113009105,All Jobs,All Jobs,-0.4759700911,-0.46418479690000003
643807,48113009202,All Jobs,All Jobs,-0.5924393440000001,-0.5691686899
645105,48113009203,All Jobs,All Jobs,-0.4924427343,-0.48443376180000003
646403,48113009204,All Jobs,All Jobs,-0.5698407713,-0.5558542641
647701,48113009303,All Jobs,All Jobs,-0.5643559356,-0.5138812451
648999,48113009304,All Jobs,All Jobs,-0.2866363961,-0.2487613109
650297,48113009401,All Jobs,All Jobs,0.6811857159,0.7020342199
651595,48113009402,All Jobs,All Jobs,1.0276086105,0.9573638952
652893,48113009500,All Jobs,All Jobs,0.9210583822,0.9507043789
654191,48113009603,All Jobs,All Jobs,1.4466023786,1.5277342310000002
655489,48113009604,All Jobs,All Jobs,2.1498303094,2.3184283439
656787,48113009605,All Jobs,All Jobs,1.7533515574,1.8540348201999999
658085,48113010001,All Jobs,All Jobs,3.4734941299,3.8233213161
659383,48113010002,All Jobs,All Jobs,1.282042093,1.2747632031
660681,48113010101,All Jobs,All Jobs,0.8049756445,0.8578550579
661979,48113010003,All Jobs,All Jobs,3.0629081531,3.2449184429
663277,48113010500,All Jobs,All Jobs,0.3788347181,0.4244794878
664575,48113010601,All Jobs,All Jobs,0.2238656547,0.2752272824
665873,48113010602,All Jobs,All Jobs,1.0738952328,1.0760978631
667171,48113010701,All Jobs,All Jobs,0.3575911063,0.3758055454
668469,48113010704,All Jobs,All Jobs,-0.2558724419,-0.22018852960000002
669767,48113010804,All Jobs,All Jobs,-0.43486318150000003,-0.39901121850000004
671065,48113010805,All Jobs,All Jobs,-0.3216616465,-0.2829987514
672363,48113010806,All Jobs,All Jobs,-0.3109328507,-0.2923523336
673661,48113010807,All Jobs,All Jobs,-0.22941154130000002,-0.2086561052
674959,48113010808,All Jobs,All Jobs,-0.048933329500000004,-0.028845057
676257,48113010809,All Jobs,All Jobs,-0.2131455807,-0.1937145331
677555,48113010903,All Jobs,All Jobs,0.2450363332,0.26880558800000004
678853,48113010904,All Jobs,All Jobs,0.14056556180000002,0.1668931968
680151,48113010905,All Jobs,All Jobs,-0.0047808788,-0.0012200696
681449,48113010906,All Jobs,All Jobs,-0.0073584304,-0.0208651324
682747,48113011202,All Jobs,All Jobs,-0.1765173996,-0.1528190388
684045,48113011300,All Jobs,All Jobs,-0.3499380239,-0.34466231350000004
685343,48113011401,All Jobs,All Jobs,-0.5487834017000001,-0.5062358013
686641,48113011702,All Jobs,All Jobs,-0.4553477468,-0.4168225803
687939,48113011801,All Jobs,All Jobs,-0.6125716465000001,-0.5743906354
689237,48113011500,All Jobs,All Jobs,0.10156553310000001,0.1145266857
690535,48113011601,All Jobs,All Jobs,-0.7577206786,-0.6962287431
691833,48113011603,All Jobs,All Jobs,-0.6361819916,-0.5921381334
693131,48113011604,All Jobs,All Jobs,-0.5834477561,-0.5298680065
694429,48113011701,All Jobs,All Jobs,-0.5469274686,-0.5188971815
695727,48113011802,All Jobs,All Jobs,-0.5167851329,-0.4962105262
697025,48113011901,All Jobs,All Jobs,-0.4938534037,-0.47046456900000005
698323,48113011902,All Jobs,All Jobs,-0.4900677584,-0.46187451820000003
699621,48113012211,All Jobs,All Jobs,0.0893958544,0.1169666661
700919,48113012000,All Jobs,All Jobs,-0.39862145530000004,-0.3922063691
702217,48113012101,All Jobs,All Jobs,-0.1261224179,-0.056222563600000004
703515,48113012102,All Jobs,All Jobs,-0.3307288547,-0.2939218981
704813,48113012206,All Jobs,All Jobs,-0.014557024200000001,0.0101755531
706111,48113012207,All Jobs,All Jobs,0.1513114529,0.1943429391
707409,48113012208,All Jobs,All Jobs,-0.4375543416,-0.4060650323
708707,48113012209,All Jobs,All Jobs,-0.15388580270000002,-0.1520044573
710005,48113012210,All Jobs,All Jobs,-0.2895020895,-0.2532029208
711303,48113012212,All Jobs,All Jobs,0.0742280186,0.0962747998
712601,48113012213,All Jobs,All Jobs,0.0625237511,0.0706281804
713899,48113012301,All Jobs,All Jobs,-0.325232303,-0.30642343
715197,48113012302,All Jobs,All Jobs,-0.0649880401,-0.055860626100000005
716495,48113012701,All Jobs,All Jobs,-0.1731224204,-0.1520892881
717793,48113012702,All Jobs,All Jobs,-0.3274018027,-0.301631908
719091,48113012801,All Jobs,All Jobs,-0.0026304443,0.0123580909
720389,48113012802,All Jobs,All Jobs,-0.23675674840000002,-0.2056441146
721687,48113012900,All Jobs,All Jobs,0.0183037768,-0.0135391565
722985,48113013005,All Jobs,All Jobs,0.3007125799,0.31305103500000003
724283,48113013007,All Jobs,All Jobs,0.2117912471,0.24281141790000002
725581,48113013010,All Jobs,All Jobs,0.019948757600000002,0.0527586143
726879,48113013011,All Jobs,All Jobs,0.5549996898,0.5742687499
728177,48113013012,All Jobs,All Jobs,0.0904703387,0.0909900927
729475,48113013013,All Jobs,All Jobs,0.0594958513,0.0202334914
730773,48113013102,All Jobs,All Jobs,1.6251267844,1.5530528442
732071,48113013104,All Jobs,All Jobs,0.9574252522000001,0.9516670775
733369,48113013106,All Jobs,All Jobs,1.3220445364,1.2904722516
734667,48113013107,All Jobs,All Jobs,0.9798907763,0.9686568328
735965,48113013201,All Jobs,All Jobs,2.2122195376000002,2.3792840837
737263,48113013606,All Jobs,All Jobs,0.8890753947000001,0.9405533989
738561,48113013607,All Jobs,All Jobs,1.1096886732,1.1703994796
739859,48113013608,All Jobs,All Jobs,1.1396742738,1.2127920096
741157,48113013609,All Jobs,All Jobs,1.267872574,1.3390532655
742455,48113013610,All Jobs,All Jobs,1.3645367419,1.4246612205
743753,48113013611,All Jobs,All Jobs,3.3465877796,3.4451538503
745051,48113013615,All Jobs,All Jobs,2.2119404668,2.3556757568
746349,48113013617,All Jobs,All Jobs,0.8219095673,0.8212096644
747647,48113013618,All Jobs,All Jobs,0.7968008418,0.7406418387
748945,48113013619,All Jobs,All Jobs,1.1107402909,1.1643269645
750243,48113013620,All Jobs,All Jobs,4.6925729552,5.1569555143
751541,48113013621,All Jobs,All Jobs,4.3404508466,4.7873085191
752839,48113013622,All Jobs,All Jobs,4.5872099545000005,5.0588753285
754137,48113013628,All Jobs,All Jobs,7.6650451715,8.1886132844
755435,48113013629,All Jobs,All Jobs,2.1865938077,2.3263436088000002
756733,48113013630,All Jobs,All Jobs,0.8639184608,0.9432991461
758031,48113013631,All Jobs,All Jobs,2.1733329473,2.3091544821
759329,48113013715,All Jobs,All Jobs,0.703219323,0.7760953865
760627,48113013721,All Jobs,All Jobs,0.9407225444,1.002464531
761925,48113013722,All Jobs,All Jobs,1.2899567992,1.3681321318
763223,48113013725,All Jobs,All Jobs,1.8452711991,2.0343569077
764521,48113013726,All Jobs,All Jobs,1.1665658012,1.318994006
765819,48113013727,All Jobs,All Jobs,2.0208867902,2.2051298657
767117,48113013728,All Jobs,All Jobs,0.7018028726000001,0.7741365146
768415,48113013729,All Jobs,All Jobs,0.9807181975,1.0677368367
769713,48113013804,All Jobs,All Jobs,1.7431887716,1.8115368663
771011,48113013805,All Jobs,All Jobs,1.1015293238,1.2210204436
772309,48113013806,All Jobs,All Jobs,3.0160207819,3.296986656
773607,48113013807,All Jobs,All Jobs,1.0219756566,1.0942800342
774905,48113013808,All Jobs,All Jobs,1.0401807546,1.1923103227
776203,48113013901,All Jobs,All Jobs,1.3209690331,1.4424118855999999
777501,48113014120,All Jobs,All Jobs,0.5147810173,0.5760436647
778799,48113014121,All Jobs,All Jobs,0.6873514484000001,0.7532300365
780097,48113014123,All Jobs,All Jobs,0.3304079345,0.3678848404
781395,48113014124,All Jobs,All Jobs,2.4748822885,2.8169747768
782693,48113014126,All Jobs,All Jobs,1.5343681756,1.6812566687000001
783991,48113014128,All Jobs,All Jobs,1.015696636,0.9849013753
785289,48113014132,All Jobs,All Jobs,0.5307279610000001,0.49416666950000004
786587,48113014134,All Jobs,All Jobs,0.3607885933,0.3975210481
787885,48113014130,All Jobs,All Jobs,1.4803295806,1.482771636
789183,48113014138,All Jobs,All Jobs,0.8360122021,0.9208072521
790481,48113014139,All Jobs,All Jobs,1.0856681046,1.0856679026
791779,48113014140,All Jobs,All Jobs,0.9674947834000001,0.9828292055000001
793077,48113014151,All Jobs,All Jobs,1.9258515106,2.1100859343
794375,48113014152,All Jobs,All Jobs,2.8575844688,3.0779167942
795673,48113014153,All Jobs,All Jobs,1.0203473407,0.9584121594
796971,48113014154,All Jobs,All Jobs,1.0310282319,0.9702960069000001
798269,48113014155,All Jobs,All Jobs,0.5761087633,0.556891017
799567,48113014156,All Jobs,All Jobs,0.6781050836,0.7462222177000001
800865,48113014157,All Jobs,All Jobs,0.2889244113,0.396318353
802163,48113014158,All Jobs,All Jobs,1.1810845253,1.2755381018
803461,48113014309,All Jobs,All Jobs,1.0362648649,0.957315986
804759,48113014602,All Jobs,All Jobs,0.9528501713,0.9654464396
806057,48113014159,All Jobs,All Jobs,2.2933518789000003,2.4804956985
807355,48113014160,All Jobs,All Jobs,0.9393167482,0.9874677007
808653,48113014161,All Jobs,All Jobs,1.1642790586,1.2019197667000001
809951,48113014203,All Jobs,All Jobs,1.3993449323,1.4819826673
811249,48113014204,All Jobs,All Jobs,1.010523854,1.0552684515
812547,48113014205,All Jobs,All Jobs,1.070356189,1.1936260287
813845,48113014207,All Jobs,All Jobs,2.0234775973,2.1958920513
815143,48113014208,All Jobs,All Jobs,2.0949068287,2.2625715531
816441,48113014704,All Jobs,All Jobs,1.5435637566,1.6458669642000001
817739,48113014903,All Jobs,All Jobs,0.5682359896,0.5809243174000001
819037,48113014209,All Jobs,All Jobs,1.6476571659,1.7412245507000002
820335,48113014306,All Jobs,All Jobs,0.8699789531000001,0.7844459255
821633,48113014308,All Jobs,All Jobs,1.3075504616,1.2782830095
822931,48113014310,All Jobs,All Jobs,0.8734688778,0.8412313516000001
824229,48113014313,All Jobs,All Jobs,1.0945312494,1.2554170563
825527,48113014314,All Jobs,All Jobs,0.3581425667,0.4273445104
826825,48113014315,All Jobs,All Jobs,1.4676494857,1.3670898204
828123,48113014316,All Jobs,All Jobs,1.1972370562,1.0479939484
829421,48113014317,All Jobs,All Jobs,1.1281758466,1.218761655
830719,48113014318,All Jobs,All Jobs,0.7922836053000001,0.7529276359
832017,48113014319,All Jobs,All Jobs,1.001403988,1.0665230344
833315,48113014320,All Jobs,All Jobs,0.8489683771000001,0.9070553013
834613,48113014405,All Jobs,All Jobs,1.3260210664,1.2367525222
835911,48113014406,All Jobs,All Jobs,0.6887979173000001,0.6186632125
837209,48113014407,All Jobs,All Jobs,1.0007915081,0.9452965401000001
838507,48113014408,All Jobs,All Jobs,0.9900283246,0.9080457916
839805,48113014409,All Jobs,All Jobs,0.5936453196,0.5989249821
841103,48113014410,All Jobs,All Jobs,1.1536699875,1.0853695027999999
842401,48113014501,All Jobs,All Jobs,1.1887516462,1.1659331612
843699,48113014502,All Jobs,All Jobs,0.8610931526000001,0.8570129938000001
844997,48113014601,All Jobs,All Jobs,1.4607211678,1.4354008893999999
846295,48113015002,All Jobs,All Jobs,-0.0162525624,0.022675287000000002
847593,48113015101,All Jobs,All Jobs,0.028341211800000002,0.0594006138
848891,48113015102,All Jobs,All Jobs,0.3857705703,0.3800775414
850189,48113015202,All Jobs,All Jobs,0.7464959965,0.6874226708000001
851487,48113015207,All Jobs,All Jobs,-0.1178606994,-0.0946167267
852785,48113015208,All Jobs,All Jobs,0.3221787544,0.3188931196
854083,48113015303,All Jobs,All Jobs,1.068224283,1.1168540343
855381,48113017815,All Jobs,All Jobs,0.06829123370000001,0.0749885029
856679,48113015304,All Jobs,All Jobs,0.1985817856,0.2004210083
857977,48113015306,All Jobs,All Jobs,-0.0350680962,-0.014204014800000001
859275,48113015403,All Jobs,All Jobs,0.4214791646,0.3942715513
860573,48113015404,All Jobs,All Jobs,0.8213100168,0.7138397607
861871,48113017816,All Jobs,All Jobs,-0.0328914053,0.0062862821
863169,48113017817,All Jobs,All Jobs,-0.0195063968,0.0095282608
864467,48113015405,All Jobs,All Jobs,0.0210812196,0.038686514400000004
865765,48113015406,All Jobs,All Jobs,0.7807718662,0.7682360673
867063,48113015500,All Jobs,All Jobs,0.5719623358,0.5490298988
868361,48113015600,All Jobs,All Jobs,0.2146630411,0.2176798175
869659,48113015700,All Jobs,All Jobs,0.2457168367,0.2552591766
870957,48113015900,All Jobs,All Jobs,-0.49365529690000004,-0.4375245976
872255,48113016001,All Jobs,All Jobs,0.087255289,0.0652475041
873553,48113016410,All Jobs,All Jobs,0.0142677719,0.004165132
874851,48113016002,All Jobs,All Jobs,0.0038985237000000003,-0.0177598412
876149,48113016100,All Jobs,All Jobs,0.2725787166,0.3137918216
877447,48113016201,All Jobs,All Jobs,-0.0920411007,-0.09919313980000001
878745,48113016203,All Jobs,All Jobs,0.1514912816,0.11221818200000001
880043,48113016204,All Jobs,All Jobs,0.023252686300000002,0.0117815495
881341,48113016301,All Jobs,All Jobs,-0.3287388547,-0.3117570851
882639,48113016302,All Jobs,All Jobs,-0.166261083,-0.1742202307
883937,48113016406,All Jobs,All Jobs,0.1947598832,0.1401623034
885235,48113016407,All Jobs,All Jobs,-0.018460714,-0.049337524300000005
886533,48113016409,All Jobs,All Jobs,0.0242750374,0.0047050478
887831,48113016412,All Jobs,All Jobs,-0.3595404332,-0.341170872
889129,48113016414,All Jobs,All Jobs,0.1565162435,0.1224720156
890427,48113016415,All Jobs,All Jobs,-0.3061963972,-0.29513250500000004
891725,48113016416,All Jobs,All Jobs,-1.071722103,-1.0018031587
893023,48113016417,All Jobs,All Jobs,-0.4260668085,-0.4084876954
894321,48113016418,All Jobs,All Jobs,0.3096467408,0.25989121390000003
895619,48113016419,All Jobs,All Jobs,0.3972018618,0.3376851663
896917,48113016420,All Jobs,All Jobs,0.014025073,-0.007789683
898215,48113016421,All Jobs,All Jobs,-0.0683418632,-0.0853197426
899513,48113016511,All Jobs,All Jobs,-0.3470027303,-0.28724855380000003
900811,48113016513,All Jobs,All Jobs,-0.07531584,-0.0374396222
902109,48113016516,All Jobs,All Jobs,-0.0455197946,-0.0258976741
903407,48113016517,All Jobs,All Jobs,-0.0935196318,-0.0702209458
904705,48113016518,All Jobs,All Jobs,-0.1539102412,-0.1278070663
906003,48113016519,All Jobs,All Jobs,0.014150694,0.0555344293
907301,48113016521,All Jobs,All Jobs,-0.34624375360000004,-0.3039424754
908599,48113017703,All Jobs,All Jobs,-0.2135142566,-0.1608748719
909897,48113016522,All Jobs,All Jobs,-0.7191879004,-0.6807222563
911195,48113019048,All Jobs,All Jobs,-0.1126701008,-0.0644763355
912493,48113019049,All Jobs,All Jobs,-0.10615564940000001,-0.0596269393
913791,48113016524,All Jobs,All Jobs,-0.8297063955,-0.7712621526
915089,48113016525,All Jobs,All Jobs,-1.1165818735,-1.0431285328
916387,48113016526,All Jobs,All Jobs,-0.2358761685,-0.183231009
917685,48113016527,All Jobs,All Jobs,-0.8765293647,-0.8134195405
918983,48113016607,All Jobs,All Jobs,0.2460364579,0.2391780393
920281,48113016610,All Jobs,All Jobs,-0.29178286340000004,-0.2586917057
921579,48113016528,All Jobs,All Jobs,-0.527733843,-0.4802857545
922877,48113016529,All Jobs,All Jobs,-0.6724511928,-0.6255510152
924175,48113016615,All Jobs,All Jobs,-0.6073845172,-0.5794961986
925473,48113016530,All Jobs,All Jobs,-0.5562420876,-0.5164535767
926771,48113016531,All Jobs,All Jobs,-0.5032636229,-0.4704474376
928069,48113016532,All Jobs,All Jobs,-0.1416439773,-0.10052169550000001
929367,48113016533,All Jobs,All Jobs,0.0976093769,0.15724976370000002
930665,48113016534,All Jobs,All Jobs,-0.1886014248,-0.1487206147
931963,48113016616,All Jobs,All Jobs,-0.8455063619000001,-0.7820157853
933261,48113016617,All Jobs,All Jobs,-0.5733500835,-0.527823758
934559,48113016618,All Jobs,All Jobs,-0.5979535426,-0.5397297693
935857,48113016619,All Jobs,All Jobs,-0.5728641069,-0.529229835
937155,48113016620,All Jobs,All Jobs,-0.4566516156,-0.3921352327
938453,48113016621,All Jobs,All Jobs,-0.5712323049,-0.5371986657
939751,48113016622,All Jobs,All Jobs,-0.7832616022000001,-0.724445746
941049,48113016623,All Jobs,All Jobs,-0.8328499223,-0.7738230139000001
942347,48113016624,All Jobs,All Jobs,-0.9226700997,-0.8575429679000001
943645,48113016626,All Jobs,All Jobs,-0.50382364,-0.4811060729
944943,48113016627,All Jobs,All Jobs,-0.6671884247000001,-0.6248514667
946241,48113016628,All Jobs,All Jobs,-0.7474523046,-0.6931324954
947539,48113016629,All Jobs,All Jobs,-0.3402228002,-0.3360466496
948837,48113016630,All Jobs,All Jobs,-0.42746241300000004,-0.4151700163
950135,48113016631,All Jobs,All Jobs,-0.5800190894,-0.5343564029
951433,48113016632,All Jobs,All Jobs,-0.6884300720000001,-0.6382199216000001
952731,48113016637,All Jobs,All Jobs,-0.3267017126,-0.29395643850000003
954029,48113016638,All Jobs,All Jobs,-0.4311225468,-0.39214493380000004
955327,48113016704,All Jobs,All Jobs,-0.2026715771,-0.1685608099
956625,48113016706,All Jobs,All Jobs,-0.806929491,-0.7394221338
957923,48113016707,All Jobs,All Jobs,-0.7201768427,-0.66920723
959221,48113016708,All Jobs,All Jobs,0.0104638276,0.029030473600000002
960519,48113016709,All Jobs,All Jobs,-0.23588265290000002,-0.2005657028
961817,48113016710,All Jobs,All Jobs,-0.5087048430000001,-0.4575421275
963115,48113016802,All Jobs,All Jobs,-1.0552006399,-0.9789396302000001
964413,48113016803,All Jobs,All Jobs,-0.9036692302,-0.8280311101000001
965711,48113016806,All Jobs,All Jobs,-0.8165982184,-0.751562794
967009,48113017005,All Jobs,All Jobs,-1.0842070059,-0.9916118075
968307,48113017006,All Jobs,All Jobs,-1.3571535229,-1.2588700302
969605,48113017310,All Jobs,All Jobs,-0.8894793964000001,-0.8186556688000001
970903,48113016902,All Jobs,All Jobs,-0.5313449506,-0.4674265502
972201,48113016903,All Jobs,All Jobs,-0.8792151858,-0.8031314140000001
973499,48113017007,All Jobs,All Jobs,-1.0844439374000001,-1.0108581224
974797,48113017008,All Jobs,All Jobs,-1.1869441259,-1.1007083025
976095,48113017009,All Jobs,All Jobs,-1.0646101301,-0.9902203334
977393,48113017010,All Jobs,All Jobs,-0.8884550242,-0.8315352279
978691,48113017101,All Jobs,All Jobs,-0.7537761863,-0.6964655104
979989,48113017102,All Jobs,All Jobs,-0.9928173564,-0.927481925
981287,48113017201,All Jobs,All Jobs,-0.5770581677000001,-0.5228607566
982585,48113017203,All Jobs,All Jobs,-0.6595208535,-0.6122479612
983883,48113017307,All Jobs,All Jobs,-0.7999647584,-0.7394960188
985181,48113017308,All Jobs,All Jobs,-0.9843304768000001,-0.9140522293000001
986479,48113017309,All Jobs,All Jobs,-1.0265611177,-0.9527996329
987777,48113017311,All Jobs,All Jobs,-0.6356595216,-0.5852819615
989075,48113017312,All Jobs,All Jobs,-0.7233590268,-0.6718109358000001
990373,48113018154,All Jobs,All Jobs,-0.7057083828,-0.6617567427000001
991671,48113017313,All Jobs,All Jobs,-1.0181540752,-0.9422162954000001
992969,48113017314,All Jobs,All Jobs,-0.9657189850000001,-0.8893735344
994267,48113017315,All Jobs,All Jobs,-0.7894298421,-0.7235495241000001
995565,48113017400,All Jobs,All Jobs,-0.5390107331,-0.47420655910000004
996863,48113017500,All Jobs,All Jobs,-0.5654159681,-0.49375135950000004
998161,48113017602,All Jobs,All Jobs,-0.33680722700000004,-0.2804551161
999459,48113017604,All Jobs,All Jobs,-0.5727568430000001,-0.5291549511
1000757,48113017605,All Jobs,All Jobs,-0.5681994535,-0.5258982591
1002055,48113017606,All Jobs,All Jobs,-0.4715637945,-0.4335998301
1003353,48113017706,All Jobs,All Jobs,-0.6594694198000001,-0.5998246921
1004651,48113017805,All Jobs,All Jobs,0.20843297060000002,0.24250446790000002
1005949,48113017900,All Jobs,All Jobs,-0.058944828500000004,-0.0415665855
1007247,48113018001,All Jobs,All Jobs,-0.34672582960000004,-0.3174335896
1008545,48113018002,All Jobs,All Jobs,-0.28297758700000003,-0.2510341369
1009843,48113018105,All Jobs,All Jobs,-0.26428467510000003,-0.1823721063
