,GEOID,Category,Category Type,Openings_2024_zscore,Jobs_2024_zscore,Openings_2024_zscore_color
809949,48113014203,Living Wage,Living Wage Occupations,1.1040939487,1.2792106022,+0.5SD ~ +1.5SD
811247,48113014204,Living Wage,Living Wage Occupations,0.8289667652,0.9131849507,+0.5SD ~ +1.5SD
812545,48113014205,Living Wage,Living Wage Occupations,0.8889404476,1.0632338709,+0.5SD ~ +1.5SD
813843,48113014207,Living Wage,Living Wage Occupations,2.1909553188,2.38696287,+1.5SD ~ +2.5SD
815141,48113014208,Living Wage,Living Wage Occupations,2.2215448452,2.4170900301,+1.5SD ~ +2.5SD
816439,48113014704,Living Wage,Living Wage Occupations,0.9286344594,1.0725005122,+0.5SD ~ +1.5SD
817737,48113014903,Living Wage,Living Wage Occupations,0.3248810959,0.37303280320000004,-0.5SD ~ +0.5SD
819035,48113014209,Living Wage,Living Wage Occupations,1.6906419981,1.8355558793000002,+1.5SD ~ +2.5SD
820333,48113014306,Living Wage,Living Wage Occupations,0.6108224032,0.5757871535,+0.5SD ~ +1.5SD
821631,48113014308,Living Wage,Living Wage Occupations,1.0741765272000001,1.1039979069,+0.5SD ~ +1.5SD
822929,48113014310,Living Wage,Living Wage Occupations,0.6512553335,0.6620236062,+0.5SD ~ +1.5SD
824227,48113014313,Living Wage,Living Wage Occupations,1.0834175312,1.3107442612,+0.5SD ~ +1.5SD
825525,48113014314,Living Wage,Living Wage Occupations,0.2684277678,0.3457092116,-0.5SD ~ +0.5SD
826823,48113014315,Living Wage,Living Wage Occupations,1.0975598295,1.1037098443,+0.5SD ~ +1.5SD
828121,48113014316,Living Wage,Living Wage Occupations,0.9410095409,0.8757006851,+0.5SD ~ +1.5SD
829419,48113014317,Living Wage,Living Wage Occupations,0.9466237194,1.0946772943,+0.5SD ~ +1.5SD
830717,48113014318,Living Wage,Living Wage Occupations,0.7154299544,0.6630741195000001,+0.5SD ~ +1.5SD
832015,48113014319,Living Wage,Living Wage Occupations,1.0058589763,1.0661574094,+0.5SD ~ +1.5SD
833313,48113014320,Living Wage,Living Wage Occupations,0.8499527151,0.9012105032000001,+0.5SD ~ +1.5SD
834611,48113014405,Living Wage,Living Wage Occupations,0.8486991032000001,0.8821992548,+0.5SD ~ +1.5SD
835909,48113014406,Living Wage,Living Wage Occupations,0.3497938185,0.3425889643,-0.5SD ~ +0.5SD
837207,48113014407,Living Wage,Living Wage Occupations,0.539719182,0.5651002818,+0.5SD ~ +1.5SD
838505,48113014408,Living Wage,Living Wage Occupations,0.5030803568000001,0.5250265458,+0.5SD ~ +1.5SD
839803,48113014409,Living Wage,Living Wage Occupations,0.3045342138,0.3434391732,-0.5SD ~ +0.5SD
841101,48113014410,Living Wage,Living Wage Occupations,0.7109849101,0.7106190169000001,+0.5SD ~ +1.5SD
842399,48113014501,Living Wage,Living Wage Occupations,0.7922407677000001,0.8788796891,+0.5SD ~ +1.5SD
843697,48113014502,Living Wage,Living Wage Occupations,0.5732722373,0.657647587,+0.5SD ~ +1.5SD
844995,48113014601,Living Wage,Living Wage Occupations,1.0698305138,1.1572449736000001,+0.5SD ~ +1.5SD
846293,48113015002,Living Wage,Living Wage Occupations,-0.1072588227,-0.0693181963,-0.5SD ~ +0.5SD
847591,48113015101,Living Wage,Living Wage Occupations,-0.0730813053,-0.0462516215,-0.5SD ~ +0.5SD
848889,48113015102,Living Wage,Living Wage Occupations,0.1816944096,0.1920357143,-0.5SD ~ +0.5SD
850187,48113015202,Living Wage,Living Wage Occupations,0.3791210225,0.42816825070000003,-0.5SD ~ +0.5SD
851485,48113015207,Living Wage,Living Wage Occupations,-0.1905244143,-0.1615538856,-0.5SD ~ +0.5SD
852783,48113015208,Living Wage,Living Wage Occupations,0.0444789071,0.0655003494,-0.5SD ~ +0.5SD
854081,48113015303,Living Wage,Living Wage Occupations,0.5830570438,0.6238366062,+0.5SD ~ +1.5SD
855379,48113017815,Living Wage,Living Wage Occupations,-0.20224158890000002,-0.1059959251,-0.5SD ~ +0.5SD
856677,48113015304,Living Wage,Living Wage Occupations,-0.0291092474,-0.0134262409,-0.5SD ~ +0.5SD
857975,48113015306,Living Wage,Living Wage Occupations,-0.1712278793,-0.14252340300000002,-0.5SD ~ +0.5SD
859273,48113015403,Living Wage,Living Wage Occupations,0.1791595698,0.16657282980000002,-0.5SD ~ +0.5SD
860571,48113015404,Living Wage,Living Wage Occupations,0.6203198612,0.4324877552,+0.5SD ~ +1.5SD
861869,48113017816,Living Wage,Living Wage Occupations,-0.2339596086,-0.144490688,-0.5SD ~ +0.5SD
863167,48113017817,Living Wage,Living Wage Occupations,-0.2892244976,-0.1844977794,-0.5SD ~ +0.5SD
864465,48113015405,Living Wage,Living Wage Occupations,-0.1051243954,-0.08449065830000001,-0.5SD ~ +0.5SD
865763,48113015406,Living Wage,Living Wage Occupations,0.47045605690000003,0.4865176203,-0.5SD ~ +0.5SD
867061,48113015500,Living Wage,Living Wage Occupations,0.3474057747,0.33165378370000004,-0.5SD ~ +0.5SD
868359,48113015600,Living Wage,Living Wage Occupations,0.0807044771,0.1008128162,-0.5SD ~ +0.5SD
869657,48113015700,Living Wage,Living Wage Occupations,0.1372061678,0.1122891629,-0.5SD ~ +0.5SD
870955,48113015900,Living Wage,Living Wage Occupations,-0.5041373457,-0.45781524840000004,-1.5SD ~ -0.5SD
872253,48113016001,Living Wage,Living Wage Occupations,0.059849934300000004,-0.0182113151,-0.5SD ~ +0.5SD
873551,48113016410,Living Wage,Living Wage Occupations,-0.2194094815,-0.1929149732,-0.5SD ~ +0.5SD
874849,48113016002,Living Wage,Living Wage Occupations,-0.0034573394,-0.09517841120000001,-0.5SD ~ +0.5SD
876147,48113016100,Living Wage,Living Wage Occupations,0.0019083904,0.036983912800000004,-0.5SD ~ +0.5SD
877445,48113016201,Living Wage,Living Wage Occupations,-0.0992138063,-0.149606588,-0.5SD ~ +0.5SD
878743,48113016203,Living Wage,Living Wage Occupations,0.11032477630000001,0.046115985000000005,-0.5SD ~ +0.5SD
880041,48113016204,Living Wage,Living Wage Occupations,0.0026431811,-0.031974583800000005,-0.5SD ~ +0.5SD
881339,48113016301,Living Wage,Living Wage Occupations,-0.33055613100000003,-0.3192671213,-0.5SD ~ +0.5SD
882637,48113016302,Living Wage,Living Wage Occupations,-0.20527181490000002,-0.2290083037,-0.5SD ~ +0.5SD
883935,48113016406,Living Wage,Living Wage Occupations,-0.0288883352,-0.0688249437,-0.5SD ~ +0.5SD
885233,48113016407,Living Wage,Living Wage Occupations,-0.1004717457,-0.1390528227,-0.5SD ~ +0.5SD
886531,48113016409,Living Wage,Living Wage Occupations,-0.1300478777,-0.1391254832,-0.5SD ~ +0.5SD
887829,48113016412,Living Wage,Living Wage Occupations,-0.43199504780000003,-0.3969969049,-0.5SD ~ +0.5SD
889127,48113016414,Living Wage,Living Wage Occupations,-0.1451129974,-0.1162968239,-0.5SD ~ +0.5SD
890425,48113016415,Living Wage,Living Wage Occupations,-0.4054258074,-0.3737016775,-0.5SD ~ +0.5SD
891723,48113016416,Living Wage,Living Wage Occupations,-0.9511018573000001,-0.9050927346000001,-1.5SD ~ -0.5SD
893021,48113016417,Living Wage,Living Wage Occupations,-0.4656033731,-0.4522053824,-0.5SD ~ +0.5SD
894319,48113016418,Living Wage,Living Wage Occupations,-0.0251335788,-0.0099975729,-0.5SD ~ +0.5SD
895617,48113016419,Living Wage,Living Wage Occupations,0.0929498742,0.0743877316,-0.5SD ~ +0.5SD
896915,48113016420,Living Wage,Living Wage Occupations,-0.166509329,-0.1709568653,-0.5SD ~ +0.5SD
898213,48113016421,Living Wage,Living Wage Occupations,-0.17246558850000002,-0.1873652835,-0.5SD ~ +0.5SD
899511,48113016511,Living Wage,Living Wage Occupations,-0.3288676909,-0.2474099596,-0.5SD ~ +0.5SD
900809,48113016513,Living Wage,Living Wage Occupations,-0.1426223429,-0.0577491497,-0.5SD ~ +0.5SD
902107,48113016516,Living Wage,Living Wage Occupations,-0.1661629026,-0.10558607190000001,-0.5SD ~ +0.5SD
903405,48113016517,Living Wage,Living Wage Occupations,-0.21353833960000002,-0.1563629765,-0.5SD ~ +0.5SD
904703,48113016518,Living Wage,Living Wage Occupations,-0.2430157204,-0.1867288129,-0.5SD ~ +0.5SD
906001,48113016519,Living Wage,Living Wage Occupations,-0.0830930279,0.00044171170000000004,-0.5SD ~ +0.5SD
907299,48113016521,Living Wage,Living Wage Occupations,-0.4001750665,-0.35551389310000003,-0.5SD ~ +0.5SD
908597,48113017703,Living Wage,Living Wage Occupations,-0.2974291233,-0.2000915527,-0.5SD ~ +0.5SD
909895,48113016522,Living Wage,Living Wage Occupations,-0.7355447110000001,-0.6589395839000001,-1.5SD ~ -0.5SD
911193,48113019048,Living Wage,Living Wage Occupations,-0.1323680031,-0.07056938,-0.5SD ~ +0.5SD
912491,48113019049,Living Wage,Living Wage Occupations,-0.0759777881,-0.0372851445,-0.5SD ~ +0.5SD
913789,48113016524,Living Wage,Living Wage Occupations,-0.7750547506000001,-0.7355086454,-1.5SD ~ -0.5SD
915087,48113016525,Living Wage,Living Wage Occupations,-0.9786931366,-0.9322534567,-1.5SD ~ -0.5SD
916385,48113016526,Living Wage,Living Wage Occupations,-0.24550261240000001,-0.1684307558,-0.5SD ~ +0.5SD
917683,48113016527,Living Wage,Living Wage Occupations,-0.7947200816000001,-0.7506182020000001,-1.5SD ~ -0.5SD
918981,48113016607,Living Wage,Living Wage Occupations,0.1068303086,0.1375843031,-0.5SD ~ +0.5SD
920279,48113016610,Living Wage,Living Wage Occupations,-0.3553788272,-0.2993101487,-0.5SD ~ +0.5SD
921577,48113016528,Living Wage,Living Wage Occupations,-0.5219677034,-0.4753229292,-1.5SD ~ -0.5SD
922875,48113016529,Living Wage,Living Wage Occupations,-0.6195575785,-0.5844931694000001,-1.5SD ~ -0.5SD
924173,48113016615,Living Wage,Living Wage Occupations,-0.6144097316,-0.5918463343,-1.5SD ~ -0.5SD
925471,48113016530,Living Wage,Living Wage Occupations,-0.5463351750000001,-0.503794764,-1.5SD ~ -0.5SD
926769,48113016531,Living Wage,Living Wage Occupations,-0.5005200217,-0.4611621804,-1.5SD ~ -0.5SD
928067,48113016532,Living Wage,Living Wage Occupations,-0.1515199204,-0.09073153040000001,-0.5SD ~ +0.5SD
929365,48113016533,Living Wage,Living Wage Occupations,-0.1623787297,-0.1142002017,-0.5SD ~ +0.5SD
930663,48113016534,Living Wage,Living Wage Occupations,-0.3156793123,-0.2682425751,-0.5SD ~ +0.5SD
931961,48113016616,Living Wage,Living Wage Occupations,-0.8096850399000001,-0.7564581482,-1.5SD ~ -0.5SD
933259,48113016617,Living Wage,Living Wage Occupations,-0.5771810618000001,-0.53595271,-1.5SD ~ -0.5SD
934557,48113016618,Living Wage,Living Wage Occupations,-0.6069230522,-0.5255047916,-1.5SD ~ -0.5SD
935855,48113016619,Living Wage,Living Wage Occupations,-0.5888655908,-0.541832587,-1.5SD ~ -0.5SD
937153,48113016620,Living Wage,Living Wage Occupations,-0.4904504223,-0.4032029408,-0.5SD ~ +0.5SD
938451,48113016621,Living Wage,Living Wage Occupations,-0.5518415026,-0.5279347577,-1.5SD ~ -0.5SD
939749,48113016622,Living Wage,Living Wage Occupations,-0.7246284337000001,-0.6763153375000001,-1.5SD ~ -0.5SD
941047,48113016623,Living Wage,Living Wage Occupations,-0.7508652861,-0.7257323147,-1.5SD ~ -0.5SD
942345,48113016624,Living Wage,Living Wage Occupations,-0.8235690148,-0.7816782918,-1.5SD ~ -0.5SD
943643,48113016626,Living Wage,Living Wage Occupations,-0.5383121841,-0.5128136225000001,-1.5SD ~ -0.5SD
944941,48113016627,Living Wage,Living Wage Occupations,-0.6293102368,-0.6021357479,-1.5SD ~ -0.5SD
946239,48113016628,Living Wage,Living Wage Occupations,-0.6785655992,-0.6377650546,-1.5SD ~ -0.5SD
947537,48113016629,Living Wage,Living Wage Occupations,-0.4719633905,-0.44234034310000003,-0.5SD ~ +0.5SD
948835,48113016630,Living Wage,Living Wage Occupations,-0.5003404770000001,-0.477901181,-1.5SD ~ -0.5SD
950133,48113016631,Living Wage,Living Wage Occupations,-0.5704250866,-0.5371361706000001,-1.5SD ~ -0.5SD
951431,48113016632,Living Wage,Living Wage Occupations,-0.6526498978,-0.6318872714,-1.5SD ~ -0.5SD
952729,48113016637,Living Wage,Living Wage Occupations,-0.3684110638,-0.3222540498,-0.5SD ~ +0.5SD
954027,48113016638,Living Wage,Living Wage Occupations,-0.4426226046,-0.4008261567,-0.5SD ~ +0.5SD
955325,48113016704,Living Wage,Living Wage Occupations,-0.5057378439,-0.4842550533,-1.5SD ~ -0.5SD
956623,48113016706,Living Wage,Living Wage Occupations,-0.7313909395,-0.6950245768000001,-1.5SD ~ -0.5SD
957921,48113016707,Living Wage,Living Wage Occupations,-0.6923780047,-0.6543876881,-1.5SD ~ -0.5SD
959219,48113016708,Living Wage,Living Wage Occupations,-0.3631338596,-0.3335546381,-0.5SD ~ +0.5SD
960517,48113016709,Living Wage,Living Wage Occupations,-0.5538974442,-0.5109925434,-1.5SD ~ -0.5SD
961815,48113016710,Living Wage,Living Wage Occupations,-0.5538057728,-0.5133682618000001,-1.5SD ~ -0.5SD
963113,48113016802,Living Wage,Living Wage Occupations,-0.9356089379,-0.8818138236,-1.5SD ~ -0.5SD
964411,48113016803,Living Wage,Living Wage Occupations,-0.7873573316,-0.7456872080000001,-1.5SD ~ -0.5SD
965709,48113016806,Living Wage,Living Wage Occupations,-0.7371706087000001,-0.6888362729,-1.5SD ~ -0.5SD
967007,48113017005,Living Wage,Living Wage Occupations,-0.9443112589,-0.8806163990000001,-1.5SD ~ -0.5SD
968305,48113017006,Living Wage,Living Wage Occupations,-1.1744098935,-1.114638734,-1.5SD ~ -0.5SD
969603,48113017310,Living Wage,Living Wage Occupations,-0.7823030259,-0.7633085085,-1.5SD ~ -0.5SD
970901,48113016902,Living Wage,Living Wage Occupations,-0.6536566058000001,-0.6106862116,-1.5SD ~ -0.5SD
972199,48113016903,Living Wage,Living Wage Occupations,-0.8532887572000001,-0.8090942351,-1.5SD ~ -0.5SD
973497,48113017007,Living Wage,Living Wage Occupations,-0.9195855631000001,-0.8960127008000001,-1.5SD ~ -0.5SD
974795,48113017008,Living Wage,Living Wage Occupations,-1.0324856008,-0.9796490375,-1.5SD ~ -0.5SD
976093,48113017009,Living Wage,Living Wage Occupations,-0.9317916932,-0.8885827923,-1.5SD ~ -0.5SD
977391,48113017010,Living Wage,Living Wage Occupations,-0.7938612707,-0.7688581285,-1.5SD ~ -0.5SD
978689,48113017101,Living Wage,Living Wage Occupations,-0.6780429953,-0.6382562706,-1.5SD ~ -0.5SD
979987,48113017102,Living Wage,Living Wage Occupations,-0.884011447,-0.8421145942,-1.5SD ~ -0.5SD
981285,48113017201,Living Wage,Living Wage Occupations,-0.6151926324,-0.5735768218,-1.5SD ~ -0.5SD
982583,48113017203,Living Wage,Living Wage Occupations,-0.6525806045,-0.6185010807,-1.5SD ~ -0.5SD
983881,48113017307,Living Wage,Living Wage Occupations,-0.6943590832000001,-0.6832275335,-1.5SD ~ -0.5SD
985179,48113017308,Living Wage,Living Wage Occupations,-0.8705314584,-0.8354733832000001,-1.5SD ~ -0.5SD
986477,48113017309,Living Wage,Living Wage Occupations,-0.9110858077,-0.8726553632,-1.5SD ~ -0.5SD
987775,48113017311,Living Wage,Living Wage Occupations,-0.5893201308,-0.5638714963,-1.5SD ~ -0.5SD
989073,48113017312,Living Wage,Living Wage Occupations,-0.6585516372,-0.6377498734,-1.5SD ~ -0.5SD
990371,48113018154,Living Wage,Living Wage Occupations,-0.5801172450000001,-0.5782328874,-1.5SD ~ -0.5SD
991669,48113017313,Living Wage,Living Wage Occupations,-0.9098464227,-0.8622609843,-1.5SD ~ -0.5SD
992967,48113017314,Living Wage,Living Wage Occupations,-0.8498155882,-0.8118451462,-1.5SD ~ -0.5SD
994265,48113017315,Living Wage,Living Wage Occupations,-0.7103469844,-0.6855800258,-1.5SD ~ -0.5SD
995563,48113017400,Living Wage,Living Wage Occupations,-0.5129345874,-0.47397708320000004,-1.5SD ~ -0.5SD
996861,48113017500,Living Wage,Living Wage Occupations,-0.5680908934000001,-0.5011184199000001,-1.5SD ~ -0.5SD
998159,48113017602,Living Wage,Living Wage Occupations,-0.45817796660000004,-0.405046204,-0.5SD ~ +0.5SD
999457,48113017604,Living Wage,Living Wage Occupations,-0.5941785236,-0.5526201843,-1.5SD ~ -0.5SD
1000755,48113017605,Living Wage,Living Wage Occupations,-0.5884896639,-0.556666368,-1.5SD ~ -0.5SD
1002053,48113017606,Living Wage,Living Wage Occupations,-0.5275325205,-0.4846765025,-1.5SD ~ -0.5SD
1003351,48113017706,Living Wage,Living Wage Occupations,-0.6445727889,-0.5790603335,-1.5SD ~ -0.5SD
1004649,48113017805,Living Wage,Living Wage Occupations,-0.23221976460000002,-0.17180780110000002,-0.5SD ~ +0.5SD
1005947,48113017900,Living Wage,Living Wage Occupations,-0.1369214354,-0.1040577152,-0.5SD ~ +0.5SD
1007245,48113018001,Living Wage,Living Wage Occupations,-0.3786767621,-0.34242897,-0.5SD ~ +0.5SD
1008543,48113018002,Living Wage,Living Wage Occupations,-0.34393366610000004,-0.2883863772,-0.5SD ~ +0.5SD
1009841,48113018105,Living Wage,Living Wage Occupations,-0.25270685190000003,-0.16136363780000001,-0.5SD ~ +0.5SD
1011139,48113018120,Living Wage,Living Wage Occupations,-0.3429682781,-0.3163062626,-0.5SD ~ +0.5SD
1012437,48113018121,Living Wage,Living Wage Occupations,-0.29291738030000003,-0.24707471450000001,-0.5SD ~ +0.5SD
1013735,48113018126,Living Wage,Living Wage Occupations,-0.4134084308,-0.31535621880000003,-0.5SD ~ +0.5SD
1015033,48113018127,Living Wage,Living Wage Occupations,-0.36747713260000003,-0.2912941069,-0.5SD ~ +0.5SD
1016331,48113018128,Living Wage,Living Wage Occupations,-0.4275091425,-0.3616083003,-0.5SD ~ +0.5SD
1017629,48113018129,Living Wage,Living Wage Occupations,-0.5419444934000001,-0.4820804273,-1.5SD ~ -0.5SD
1018927,48113018130,Living Wage,Living Wage Occupations,-0.4264123848,-0.3492204914,-0.5SD ~ +0.5SD
1020225,48113018132,Living Wage,Living Wage Occupations,-0.3486560191,-0.2859064089,-0.5SD ~ +0.5SD
1021523,48113018133,Living Wage,Living Wage Occupations,-0.1710083185,-0.1633742856,-0.5SD ~ +0.5SD
1022821,48113018134,Living Wage,Living Wage Occupations,-0.5163071487,-0.48517723290000003,-1.5SD ~ -0.5SD
1024119,48113018135,Living Wage,Living Wage Occupations,-0.6851416867,-0.6604925953,-1.5SD ~ -0.5SD
1025417,48113018137,Living Wage,Living Wage Occupations,-0.48705334170000003,-0.4545336478,-0.5SD ~ +0.5SD
1026715,48113018138,Living Wage,Living Wage Occupations,-0.1901659952,-0.1161825882,-0.5SD ~ +0.5SD
1028013,48113018140,Living Wage,Living Wage Occupations,-0.4097616866,-0.3669341588,-0.5SD ~ +0.5SD
1029311,48113018141,Living Wage,Living Wage Occupations,-1.1025765308,-1.0512537169,-1.5SD ~ -0.5SD
1030609,48113018145,Living Wage,Living Wage Occupations,-0.4192139771,-0.3975511779,-0.5SD ~ +0.5SD
1031907,48113018146,Living Wage,Living Wage Occupations,-0.5734041443,-0.5359748776000001,-1.5SD ~ -0.5SD
1033205,48113018142,Living Wage,Living Wage Occupations,-1.1359053537000001,-1.0898122095,-1.5SD ~ -0.5SD
1034503,48113018143,Living Wage,Living Wage Occupations,-0.7695146788,-0.7343793104,-1.5SD ~ -0.5SD
1035801,48113018144,Living Wage,Living Wage Occupations,-0.7341775349,-0.7010134983,-1.5SD ~ -0.5SD
1037099,48113018147,Living Wage,Living Wage Occupations,-0.5010999937,-0.443433473,-1.5SD ~ -0.5SD
1038397,48113018148,Living Wage,Living Wage Occupations,-0.40645197800000005,-0.3508194153,-0.5SD ~ +0.5SD
1039695,48113018149,Living Wage,Living Wage Occupations,-0.6128804162,-0.5949509732,-1.5SD ~ -0.5SD
1040993,48113018150,Living Wage,Living Wage Occupations,-0.5584613108,-0.5475618109,-1.5SD ~ -0.5SD
1042291,48113018151,Living Wage,Living Wage Occupations,-0.4326253567,-0.4163804135,-0.5SD ~ +0.5SD
1043589,48113018152,Living Wage,Living Wage Occupations,0.0430874144,0.0777795131,-0.5SD ~ +0.5SD
1044887,48113018153,Living Wage,Living Wage Occupations,-0.4211067633,-0.4185910531,-0.5SD ~ +0.5SD
1046185,48113018155,Living Wage,Living Wage Occupations,-0.517087674,-0.5110221969000001,-1.5SD ~ -0.5SD
1047483,48113018156,Living Wage,Living Wage Occupations,-0.5065371786,-0.4682518211,-1.5SD ~ -0.5SD
1048781,48113019102,Living Wage,Living Wage Occupations,1.2816356286000001,1.3542816208000001,+0.5SD ~ +1.5SD
1050079,48113018157,Living Wage,Living Wage Occupations,-0.29485490400000003,-0.2617166054,-0.5SD ~ +0.5SD
1051377,48113018203,Living Wage,Living Wage Occupations,-0.5650265349,-0.5139597392,-1.5SD ~ -0.5SD
1052675,48113018204,Living Wage,Living Wage Occupations,-0.45889855350000003,-0.4086202738,-0.5SD ~ +0.5SD
1053973,48113018205,Living Wage,Living Wage Occupations,-0.44957644880000003,-0.34516897300000005,-0.5SD ~ +0.5SD
1055271,48113018158,Living Wage,Living Wage Occupations,-0.7177458029,-0.6557932577000001,-1.5SD ~ -0.5SD
1056569,48113018159,Living Wage,Living Wage Occupations,-0.7873147768000001,-0.7397229737000001,-1.5SD ~ -0.5SD
1057867,48113018506,Living Wage,Living Wage Occupations,0.6502037116,0.8653619771000001,+0.5SD ~ +1.5SD
1059165,48113018507,Living Wage,Living Wage Occupations,0.4241136726,0.4752594292,-0.5SD ~ +0.5SD
1060463,48113018508,Living Wage,Living Wage Occupations,0.3742329949,0.4168121819,-0.5SD ~ +0.5SD
1061761,48113018600,Living Wage,Living Wage Occupations,-0.4291125108,-0.354041196,-0.5SD ~ +0.5SD
1063059,48113018700,Living Wage,Living Wage Occupations,-0.3419735514,-0.24202064580000002,-0.5SD ~ +0.5SD
1064357,48113018801,Living Wage,Living Wage Occupations,-0.1288193233,-0.0052981235,-0.5SD ~ +0.5SD
1065655,48113018802,Living Wage,Living Wage Occupations,-0.186977197,-0.049130522100000004,-0.5SD ~ +0.5SD
1066953,48113018900,Living Wage,Living Wage Occupations,-0.3527748753,-0.2648221295,-0.5SD ~ +0.5SD
1068251,48113019013,Living Wage,Living Wage Occupations,-0.19289736030000001,-0.1320174983,-0.5SD ~ +0.5SD
1069549,48113019016,Living Wage,Living Wage Occupations,1.539338024,1.6404009119,+1.5SD ~ +2.5SD
1070847,48113019018,Living Wage,Living Wage Occupations,0.0257798396,0.0628508946,-0.5SD ~ +0.5SD
1072145,48113019019,Living Wage,Living Wage Occupations,-0.0385966925,0.0194777356,-0.5SD ~ +0.5SD
1073443,48113019020,Living Wage,Living Wage Occupations,-0.1774858501,-0.14007995040000001,-0.5SD ~ +0.5SD
1074741,48113019023,Living Wage,Living Wage Occupations,0.3386236285,0.3599235541,-0.5SD ~ +0.5SD
1076039,48113019024,Living Wage,Living Wage Occupations,0.19567265220000002,0.22403365890000002,-0.5SD ~ +0.5SD
1077337,48113019025,Living Wage,Living Wage Occupations,-0.2012108713,-0.1669884337,-0.5SD ~ +0.5SD
1078635,48113019032,Living Wage,Living Wage Occupations,0.09361479260000001,0.1159255939,-0.5SD ~ +0.5SD
1079933,48113019033,Living Wage,Living Wage Occupations,0.0582273332,0.1076643664,-0.5SD ~ +0.5SD
1081231,48113019026,Living Wage,Living Wage Occupations,-0.0822308127,0.0349262165,-0.5SD ~ +0.5SD
1082529,48113019027,Living Wage,Living Wage Occupations,-0.1769436879,-0.1588324925,-0.5SD ~ +0.5SD
1083827,48113019028,Living Wage,Living Wage Occupations,0.2702027347,0.2959997455,-0.5SD ~ +0.5SD
1085125,48113019029,Living Wage,Living Wage Occupations,0.1850029168,0.1968705868,-0.5SD ~ +0.5SD
1086423,48113019031,Living Wage,Living Wage Occupations,0.4201482842,0.3976343755,-0.5SD ~ +0.5SD
1087721,48113019034,Living Wage,Living Wage Occupations,0.377478172,0.3181353698,-0.5SD ~ +0.5SD
1089019,48113019035,Living Wage,Living Wage Occupations,0.2372544651,0.3016708285,-0.5SD ~ +0.5SD
1090317,48113019036,Living Wage,Living Wage Occupations,0.6972634044,0.6343522477,+0.5SD ~ +1.5SD
1091615,48113019037,Living Wage,Living Wage Occupations,0.4914395654,0.49679826060000004,-0.5SD ~ +0.5SD
1092913,48113019039,Living Wage,Living Wage Occupations,0.8220085734,0.914849981,+0.5SD ~ +1.5SD
1094211,48113019040,Living Wage,Living Wage Occupations,1.0981408942,1.2868240395,+0.5SD ~ +1.5SD
1095509,48113019041,Living Wage,Living Wage Occupations,0.6475695135,0.5884869623,+0.5SD ~ +1.5SD
1096807,48113019042,Living Wage,Living Wage Occupations,0.7036431982,0.6259057515,+0.5SD ~ +1.5SD
1098105,48113019050,Living Wage,Living Wage Occupations,0.0477339721,0.0232778051,-0.5SD ~ +0.5SD
1099403,48113019051,Living Wage,Living Wage Occupations,-0.2045371635,-0.22964022480000001,-0.5SD ~ +0.5SD
1100701,48113019052,Living Wage,Living Wage Occupations,2.1608416693,2.0244866519,+1.5SD ~ +2.5SD
1101999,48113019053,Living Wage,Living Wage Occupations,1.9214229146,1.9908191830000002,+1.5SD ~ +2.5SD
1103297,48113019101,Living Wage,Living Wage Occupations,1.6573888729,1.7116317143000002,+1.5SD ~ +2.5SD
1104595,48113019203,Living Wage,Living Wage Occupations,1.5202817676,1.5673143319,+1.5SD ~ +2.5SD
1105893,48113019205,Living Wage,Living Wage Occupations,0.8393548630000001,0.8281323205000001,+0.5SD ~ +1.5SD
1107191,48113019208,Living Wage,Living Wage Occupations,1.0129975919,1.1451818866,+0.5SD ~ +1.5SD
1108489,48113019210,Living Wage,Living Wage Occupations,1.5896160024000001,1.4553006633,+1.5SD ~ +2.5SD
1109787,48113019211,Living Wage,Living Wage Occupations,1.8428627359,1.7028739736,+1.5SD ~ +2.5SD
1111085,48113019212,Living Wage,Living Wage Occupations,1.055259274,1.1556516196,+0.5SD ~ +1.5SD
1112383,48113019213,Living Wage,Living Wage Occupations,1.4644103608,1.5252789450000002,+0.5SD ~ +1.5SD
1113681,48113019214,Living Wage,Living Wage Occupations,1.0167648911,1.1435689189,+0.5SD ~ +1.5SD
1114979,48113019216,Living Wage,Living Wage Occupations,1.2957038347,1.2886619823,+0.5SD ~ +1.5SD
1116277,48113019301,Living Wage,Living Wage Occupations,1.4005661404,1.4272028132,+0.5SD ~ +1.5SD
1117575,48113019302,Living Wage,Living Wage Occupations,0.9312772465,1.0140357376,+0.5SD ~ +1.5SD
1118873,48113019400,Living Wage,Living Wage Occupations,0.7248580758000001,0.7949846637,+0.5SD ~ +1.5SD
1120171,48113019501,Living Wage,Living Wage Occupations,0.5762610241,0.6056399697,+0.5SD ~ +1.5SD
1121469,48113020500,Living Wage,Living Wage Occupations,0.47686969030000004,0.6015213685,-0.5SD ~ +0.5SD
1122767,48113020600,Living Wage,Living Wage Occupations,1.8969006633,1.7507774616,+1.5SD ~ +2.5SD
1124065,48113019502,Living Wage,Living Wage Occupations,1.1307760306,1.1937238234,+0.5SD ~ +1.5SD
1125363,48113019600,Living Wage,Living Wage Occupations,0.8469874128,0.8771708436000001,+0.5SD ~ +1.5SD
1126661,48113019700,Living Wage,Living Wage Occupations,0.7874832441,0.8427640909,+0.5SD ~ +1.5SD
1127959,48113019800,Living Wage,Living Wage Occupations,1.1707458148,1.2111072306,+0.5SD ~ +1.5SD
