tractid,frompre60,frompregravity,frompost60,frompostgravity,topre60,topregravity,topost60,topostgravity
36081003400,2028991.0,867.6280668170054,2230008.0,938.104257376486,1685727.0,1410.1355519657511,1962063.0,1512.4102936101897
36081003900,3520381.0,2068.00216693257,3596375.0,2095.4933120676983,2562770.0,1803.202888374989,2748961.0,1871.002311340992
36081003600,2218917.0,945.0330194711494,2347409.0,990.9430686331466,1635137.0,1244.9593549379592,1740935.0,1284.3986576330194
36081003700,3527202.0,1971.564475921449,3621671.0,2004.702600602604,2005417.0,1221.3691582458268,2305794.0,1331.927845343561
36081003800,2956869.0,1262.8950036068788,2962843.0,1264.7564871289687,1836165.0,1497.7613077782569,1973670.0,1547.5734031704385
36081004001,3330729.0,1458.277687093154,3495208.0,1515.1653165520386,2145120.0,1776.678602321712,2417527.0,1881.649983001318
36081004200,3023383.0,1320.7249012874572,3451670.0,1491.0334559880391,1645535.0,1207.7963813305182,1825844.0,1280.8594549444144
36081004300,3767167.0,2843.4105931248164,3831978.0,2867.644827199224,2100731.0,1468.635889195813,2084666.0,1463.9055922873342
36081077907,2901437.0,1227.7157610789404,2920904.0,1234.1707228175385,1636746.0,1094.4427237104087,1764769.0,1136.9963529319166
36081023500,3978039.0,2747.8860549056844,4224408.0,2842.8762662035733,2565549.0,1936.0991873365688,2887972.0,2066.2042648975844
36081024000,3571837.0,1789.6613525766843,3588944.0,1795.3837216810446,1964882.0,1449.7216673450648,2003211.0,1462.4106949953043
36081024300,3508804.0,1728.883232156652,3881147.0,1867.231199798438,2005635.0,1326.89845231786,2375149.0,1475.9919984474725
36081077908,2127026.0,954.7191362280817,2140751.0,959.2212278513856,1271625.0,918.4751895587498,1282233.0,921.9424602454144
36081024500,3491427.0,1899.7962813823665,3692876.0,1976.133789383424,2166357.0,1414.6137195763033,2454741.0,1543.6703815662293
36081024900,3804157.0,2429.862023278757,4049273.0,2526.0860155760865,2444379.0,1852.0686020093744,2917417.0,2051.527720078542
36081025100,3853340.0,2688.7453967254487,4236187.0,2843.672635257127,2514772.0,1962.276878722496,3060476.0,2268.658625458044
36081025500,3751852.0,2445.8426216600137,4155804.0,2605.0451857565554,2451667.0,1750.5999770985468,2960948.0,1955.0245889278267
36081025700,3824658.0,2450.2112897267875,4033447.0,2530.150279126037,2366192.0,1698.747528826088,2656198.0,1814.534941272548
36081097204,233638.0,143.85374900770225,238297.0,145.38640485914598,478636.0,337.32024073845025,575876.0,370.0667768061985
36081100801,94605.0,90.68365733609023,94605.0,90.68365733609023,181581.0,254.13276016732988,188666.0,256.47490892766046
36081102900,516270.0,264.02480278022443,517878.0,264.5563730281583,890628.0,585.9735156654152,891171.0,586.1530197976466
36047021100,3693967.0,2217.4710173064386,3704813.0,2221.1674809326,2163789.0,1437.58661870488,2175984.0,1441.703565955161
36081025800,1453386.0,641.1069582787263,1455370.0,641.7628260473214,1349820.0,900.5648308873106,1357581.0,903.1304507220214
36081026000,2662450.0,1019.421909797626,2664962.0,1020.035716052298,1701504.0,1117.8969395492754,1725163.0,1125.9007718112896
36081026200,1616398.0,643.8987015685614,1616416.0,643.9304452681838,1391609.0,946.4181353556176,1402209.0,949.9289607815944
36081026300,3694974.0,2105.3457274971943,4198916.0,2402.462250907342,2427557.0,1890.5429938252864,3036877.0,2346.447667649074
36081026500,3995039.0,2740.791474739146,4467641.0,3021.609226004011,2666284.0,2146.708056275807,3306820.0,2721.909027545294
